school_name,state,level,control,official_website,has_inclusive_access,program_name,cost_model,bookstore_partner,publishers_used,notes,source_urls,research_status
San Jacinto Community College,TX,4-year,public,https://www.sanjac.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
San Jacinto Community College District - Generation Park Campus,TX,2-year,public,https://www.sanjac.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
School of Automotive Machinists & Technology,TX,2-year,private_forprofit,https://samtech.edu,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
Schreiner University,TX,4-year,private_nonprofit,https://schreiner.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
South Plains College,TX,2-year,public,https://www.southplainscollege.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
South Texas College,TX,4-year,public,https://www.southtexascollege.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
South Texas College of Law Houston,TX,4-year,private_nonprofit,https://www.stcl.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
South University-Austin,TX,4-year,private_forprofit,"https://www.southuniversity.edu/austin#location=Austin, TX",yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Southern Careers Institute-Austin,TX,2-year,private_forprofit,https://scitexas.edu,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
Southern Careers Institute-Brownsville,TX,2-year,private_forprofit,https://scitexas.edu,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
Southern Careers Institute-Corpus Christi,TX,2-year,private_forprofit,https://scitexas.edu,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
Southern Careers Institute-Harlingen,TX,2-year,private_forprofit,https://scitexas.edu,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
Southern Careers Institute-Pharr,TX,2-year,private_forprofit,https://scitexas.edu,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
Southern Careers Institute-San Antonio,TX,2-year,private_forprofit,https://scitexas.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Southern Careers Institute-San Antonio,TX,2-year,private_forprofit,https://scitexas.edu,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
Southern Careers Institute-Waco,TX,2-year,private_forprofit,https://scitexas.edu,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
Southern Methodist University,TX,4-year,private_nonprofit,https://www.smu.edu,Yes,SMU Textbook Program,$23.75/credit/semester,SMU Bookstore,Various (physical + digital),SMU Textbook Program; $23.75/cr/sem; auto-enrolled; opt-out; physical+digital; 30-50% avg savings; degree-seeking UG+grad,https://smu.bncollege.com; https://smu.edu,done
Southwest College for the Deaf,TX,2-year,public,https://howardcollege.edu/swcd,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Southwest Texas College,TX,2-year,public,https://www.swtjc.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
Southwest University at El Paso,TX,4-year,private_forprofit,https://southwestuniversity.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Southwestern Adventist University,TX,4-year,private_nonprofit,https://www.swau.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Southwestern Christian College,TX,4-year,private_nonprofit,https://www.swcc.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Southwestern University,TX,4-year,private_nonprofit,https://www.southwestern.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
St Philip's College,TX,2-year,public,https://www.alamo.edu/spc,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
St. Mary's University,TX,4-year,private_nonprofit,https://www.stmarytx.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Stephen F Austin State University,TX,4-year,public,https://www.sfasu.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Strayer University - Northwest Houston Campus,TX,4-year,private_forprofit,https://www.strayer.edu/campus-locations/texas/northwest-houston,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Strayer University-Cedar Hill,TX,4-year,private_forprofit,https://www.strayer.edu/campus-locations/texas/cedar-hill,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
Strayer University-North Dallas,TX,4-year,private_forprofit,https://www.strayer.edu/campus-locations/texas/north-dallas,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Strayer University-Northwest Houston,TX,4-year,private_forprofit,https://www.strayer.edu/campus-locations/texas/northwest-houston,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Strayer University-San Antonio,TX,4-year,private_forprofit,https://www.strayer.edu/campus-locations/texas/san-antonio,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Strayer University-Texas,TX,4-year,private_forprofit,https://www.strayer.edu/campus-locations,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Sul Ross State University,TX,4-year,public,https://www.sulross.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Tarleton State University,TX,4-year,public,https://www.tarleton.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Tarrant County College District,TX,2-year,public,https://www.tccd.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
Temple College,TX,2-year,public,https://www.templejc.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
Texarkana College,TX,2-year,public,https://www.texarkanacollege.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
Texas A & M International University,TX,4-year,public,https://www.tamiu.edu,yes,First Day / Eagle Book Bundle (TAMU system),Per-course/program; varies by campus; BN/rental; opt-out,Barnes & Noble College / campus stores,Various; BN; rental/digital,TAMU system. Varies by campus. BN First Day / Eagle Book Bundle. Per-course/program. Opt-out. TAMU-CC does not use IA.,https://tamus.edu; https://bncollege.com,done
Texas A & M University Health Science Center,TX,4-year,public,https://health.tamu.edu,yes,First Day / Eagle Book Bundle (TAMU system),Per-course/program; varies by campus; BN/rental; opt-out,Barnes & Noble College / campus stores,Various; BN; rental/digital,TAMU system. Varies by campus. BN First Day / Eagle Book Bundle. Per-course/program. Opt-out. TAMU-CC does not use IA.,https://tamus.edu; https://bncollege.com,done
Texas A & M University-Corpus Christi,TX,4-year,public,https://www.tamucc.edu,partial,Course-by-Course Affordable Access,Per-course; auto-enrolled; opt-out; up to 60% savings,Follett,Various; digital via LMS,No campus-wide IA. Offers ZTC courses. Considers 'inclusive access' a misnomer.,https://tamucc.edu; https://bkstr.com/tamucc,done
Texas A&M University-Central Texas,TX,4-year,public,https://tamuct.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
Texas A&M University-College Station,TX,4-year,public,https://www.tamu.edu,yes,First Day (BN),Per-course/program; digital; additional charge; BN,Barnes & Noble College,Various; BN First Day; digital,BN First Day. Per-course/program. Digital. TAMU-Texarkana has Eagle Book Bundle. TAMU-CC doesn't use IA.,https://tamu.edu; https://bncollege.com,done
Texas A&M University-Kingsville,TX,4-year,public,https://www.tamuk.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Texas A&M University-San Antonio,TX,4-year,public,https://www.tamusa.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Texas A&M University-Texarkana,TX,4-year,public,https://www.tamut.edu,yes,Inclusive Access / First Day (varies by college),"Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by college (e.g. $21/cr Lone Star STAR Bundle, HCC First Day/BN, TCC Plus)",Various (BN / Follett / campus),Various; digital via LMS; also ZTC/OER courses,TX CC system. Various IA models by college. Lone Star STAR Bundle $21/cr. HCC First Day/BN + ZTC/OER. TCC Plus/First Day. Auto-enrolled. Opt-out.,https://lonestar.edu; https://hccs.edu; https://tccd.edu,done
Texas Chiropractic College Foundation Inc,TX,4-year,private_nonprofit,https://www.txchiro.edu,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
Texas Christian University,TX,4-year,private_nonprofit,https://www.tcu.edu,Partial,IA under consideration,Under evaluation,TCU Campus Store (BN),Various,Considering IA model (Forbes Oct 2023); would auto-charge tuition w/ 30%+ discounts; no formal launch confirmed,https://tcu.bncollege.com; https://tcu.edu,done
Texas College,TX,4-year,private_nonprofit,https://www.texascollege.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Texas Health School,TX,2-year,private_forprofit,https://ths.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Texas Health and Science University,TX,4-year,private_forprofit,https://thsu.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Texas Healthtech Institute,TX,2-year,private_forprofit,https://www.txinstitute.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Texas Lutheran University,TX,4-year,private_nonprofit,https://www.tlu.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Texas Southern University,TX,4-year,public,https://www.tsu.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Texas Southmost College,TX,2-year,public,https://www.tsc.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
Texas State Technical College,TX,2-year,public,https://www.tstc.edu,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
Texas State University,TX,4-year,public,https://www.txst.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Texas Tech University,TX,4-year,public,https://www.ttu.edu,partial,Digital Direct Access Courses (DDAC),Course fee on tuition statement; per-course,BN College,Various; digital learning materials,DDAC cost added to tuition. Info on library website 30 days before. OER promoted.,https://ttu.edu; https://ttuhscep.edu,done
Texas Tech University Health Sciences Center,TX,4-year,public,https://www.ttuhsc.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Texas Tech University Health Sciences Center-El Paso,TX,4-year,public,https://elpaso.ttuhsc.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Texas Wesleyan University,TX,4-year,private_nonprofit,https://www.txwes.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
Texas Woman's University,TX,4-year,public,https://www.twu.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
The Chicago School at Dallas,TX,4-year,private_nonprofit,https://www.thechicagoschool.edu/in-the-community/locations,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
The Chicago School-College of Nursing,TX,2-year,private_nonprofit,https://www.thechicagoschool.edu/in-the-community/locations,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
The College of Health Care Professions-Austin,TX,2-year,private_forprofit,https://www.chcp.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
The College of Health Care Professions-Dallas,TX,2-year,private_forprofit,https://www.chcp.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
The College of Health Care Professions-Fort Worth,TX,2-year,private_forprofit,https://www.chcp.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
The College of Health Care Professions-McAllen Campus,TX,2-year,private_forprofit,https://www.chcp.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
The College of Health Care Professions-Northwest,TX,4-year,private_forprofit,https://www.chcp.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
The College of Health Care Professions-San Antonio,TX,2-year,private_forprofit,https://chcp.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
The College of Health Care Professions-South San Antonio,TX,2-year,private_forprofit,https://chcp.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
The College of Health Care Professions-Southwest Houston,TX,2-year,private_forprofit,https://www.chcp.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
The King's University,TX,4-year,private_nonprofit,https://www.tku.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
The Recording Conservatory of Austin,TX,2-year,private_forprofit,https://trcoa.edu,no,N/A,Traditional purchase; small/specialty institution,Various / N/A,Various,Small/specialty/private institution. No formal inclusive access program found.,N/A,done
The Southwestern Baptist Theological Seminary,TX,4-year,private_nonprofit,https://swbts.edu,no,N/A,Traditional purchase or materials included in tuition; small/specialty institution,Various / N/A,Various,Small/specialty/for-profit institution in TX. No formal inclusive access program found.,N/A,done
The University of Texas Health Science Center at Houston,TX,4-year,public,https://www.uth.edu,yes,Inclusive Access / First Day (UT System),Per-course; UT System encourages IA as course fees; digital; opt-out,Various,Various; digital,UT System encourages Inclusive Access as course fees. Per-course. Digital. Opt-out.,https://utsystem.edu,done
The University of Texas Health Science Center at San Antonio,TX,4-year,public,https://www.uthscsa.edu,yes,Inclusive Access / First Day (UT System),Per-course; UT System encourages IA as course fees; digital; opt-out,Various,Various; digital,UT System encourages Inclusive Access as course fees. Per-course. Digital. Opt-out.,https://utsystem.edu,done
The University of Texas MD Anderson Cancer Center,TX,4-year,public,https://www.mdanderson.org,yes,Inclusive Access / First Day (UT System),Per-course; UT System encourages IA as course fees; digital; opt-out,Various,Various; digital,UT System encourages Inclusive Access as course fees. Per-course. Digital. Opt-out.,https://utsystem.edu,done
The University of Texas Medical Branch at Galveston,TX,4-year,public,https://www.utmb.edu,yes,Inclusive Access / First Day (UT System),Per-course; UT System encourages IA as course fees; digital; opt-out,Various,Various; digital,UT System encourages Inclusive Access as course fees. Per-course. Digital. Opt-out.,https://utsystem.edu,done
The University of Texas Permian Basin,TX,4-year,public,https://www.utpb.edu,yes,Inclusive Access / First Day (UT System),Per-course; UT System encourages IA as course fees; digital; opt-out,Various,Various; digital,UT System encourages Inclusive Access as course fees. Per-course. Digital. Opt-out.,https://utsystem.edu,done
The University of Texas Rio Grande Valley,TX,4-year,public,https://www.utrgv.edu,yes,Inclusive Access / First Day (UT System),Per-course; UT System encourages IA as course fees; digital; opt-out,Various,Various; digital,UT System encourages Inclusive Access as course fees. Per-course. Digital. Opt-out.,https://utsystem.edu,done
The University of Texas at Arlington,TX,4-year,public,https://www.uta.edu,partial,Course-by-Course Affordable Access + OER,Per-course IA; digital auto-billed; opt-out,Follett,Various; strong OER via UTA Libraries,IA explored since 2020. UT System day-one access model. Strong OER via libraries.,https://uta.edu; https://utsystem.edu; https://bkstr.com/uta,done
The University of Texas at Austin,TX,4-year,public,https://www.utexas.edu,Yes,Longhorn Textbook Access (LTA),Per-course (What I Owe acct),University Co-op,Various via Canvas,"LTA; $5M+ saved; 1,238 courses 2024-25; Canvas delivery; University Co-op partner; opt-out by 12th class day",https://texasbook.com; https://utexas.edu,done
The University of Texas at Dallas,TX,4-year,public,https://www.utdallas.edu,yes,Inclusive Access / First Day (UT System),Per-course; UT System encourages IA as course fees; digital; opt-out,Various,Various; digital,UT System encourages Inclusive Access as course fees. Per-course. Digital. Opt-out.,https://utsystem.edu,done
The University of Texas at El Paso,TX,4-year,public,https://www.utep.edu,yes,Inclusive Access / First Day (UT System),Per-course; UT System encourages IA as course fees; digital; opt-out,Various,Various; digital,UT System encourages Inclusive Access as course fees. Per-course. Digital. Opt-out.,https://utsystem.edu,done
The University of Texas at San Antonio,TX,4-year,public,https://www.utsa.edu,yes,Inclusive Access / First Day (UT System),Per-course; UT System encourages IA as course fees; digital; opt-out,Various,Various; digital,UT System encourages Inclusive Access as course fees. Per-course. Digital. Opt-out.,https://utsystem.edu,done
The University of Texas at Tyler,TX,4-year,public,https://www.uttyler.edu,yes,Inclusive Access / First Day (UT System),Per-course; UT System encourages IA as course fees; digital; opt-out,Various,Various; digital,UT System encourages Inclusive Access as course fees. Per-course. Digital. Opt-out.,https://utsystem.edu,done
Trinity University,TX,4-year,private_nonprofit,https://new.trinity.edu,yes,Inclusive Access / First Day (varies by institution),Per-course or per-credit hr; digital via LMS; auto-enrolled; opt-out; varies by institution,Various (BN / Follett / campus),Various; digital via LMS,State university or community college. Various IA models common at larger institutions. Per-course. Opt-out.,N/A,done
