school_name,state,city,control,level,enrollment,has_ia_program,ia_program_name,ia_cost_model,ia_price,ia_opt_out,bookstore_partner,publishers_platforms,oer_program,source_url,source_type,verification_date,confidence,notes
Palm Beach Academy of Health & Beauty,FL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Pensacola School of Massage Therapy & Health Careers,FL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Ideal Beauty Academy,IN,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Denmark College,IN,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
New Age Training,NY,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Dayton School of Medical Massage,OH,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
CCI Training Center-Arlington,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Champion Beauty College,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Southeast Texas Career Institute,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Southwest Technical College,UT,,public,less_than_2_year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,University or community college. Various IA models common. Per-course. Opt-out.
Milan Institute of Cosmetology-San Antonio Military,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Tampa,FL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-San Diego,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Michigan,MI,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Sherman Oaks,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Tysons Corner,VA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Empire Beauty School-Richmond,VA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Empire Beauty School-North Hills,PA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Empire Beauty School-Concord,NC,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Lexington Healing Arts Academy,KY,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Empire Beauty School-Hooksett,NH,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
The Institute of Beauty and Wellness,WI,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Trend Barber College,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Euphoria Institute of Beauty Arts & Sciences-Summerlin,NV,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Arizona Culinary Institute,AZ,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Coastline Beauty College,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Branford Academy of Hair & Cosmetology,CT,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Academy of Massage and Bodywork,DE,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Academy of Career Training,FL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Miami,FL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Aveda Institute-South Florida,FL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Aveda Institute-Tallahassee,FL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Shear Excellence Hair Academy,FL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Carlson College of Massage Therapy,IA,,private_forprofit,less_than_2_year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,University or community college. Various IA models common. Per-course. Opt-out.
Z Hair Academy,KS,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
DiGrigoli School of Cosmetology,MA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Elevate Salon Institute,MI,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Lakewood School of Therapeutic Massage,MI,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
The Salon Professional Academy-Battle Creek,MI,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Trend Setters School,MO,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Academy of Hair Design-Springfield,MO,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Corinth Academy of Cosmetology,MS,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Aveda Fredric's Institute-Cincinnati,OH,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
CDE Career Institute,PA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Instituto Educativo Premier,PR,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Elite College of Cosmetology,TN,,private_forprofit,less_than_2_year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,University or community college. Various IA models common. Per-course. Opt-out.
Manuel and Theresa's School of Hair Design-Bryan,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Austin,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Aveda Institute-Provo,UT,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Dixie Technical College,UT,,public,less_than_2_year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,University or community college. Various IA models common. Per-course. Opt-out.
Victoria's Academy of Cosmetology,WA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-San Antonio,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
TC Beauty,TN,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Ross Medical Education Center-New Baltimore,MI,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Dental Assistant Pro LLC-Columbus,OH,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Dental Assistant Pro-Lebanon,OH,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Elite Welding Academy LLC,OH,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
International Culinary Arts and Sciences Institute,OH,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Ohio Media School-Columbus,OH,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Milan Institute of Cosmetology-Vacaville,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Milan Institute of Cosmetology-Reno,NV,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Esani,GA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Birmingham,AL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Mayfield College,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Academy of Esthetics and Cosmetology,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Borner's Barber College,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Pasadena,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
San Francisco Institute of Esthetics & Cosmetology Inc,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Healing Hands School of Holistic Health,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Career Development Institute Inc,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Cozmo Beauty School,FL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Celebrity School of Beauty,FL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Atlanta,GA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Rexburg,ID,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
University of Aesthetics & Cosmetology,IL,,private_forprofit,less_than_2_year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,University or community college. Various IA models common. Per-course. Opt-out.
The University of Aesthetics & Cosmetology,IL,,private_forprofit,less_than_2_year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,University or community college. Various IA models common. Per-course. Opt-out.
Tricoci University of Beauty Culture-Chicago NW,IL,,private_forprofit,less_than_2_year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,University or community college. Various IA models common. Per-course. Opt-out.
Tricoci University of Beauty Culture-Glendale Heights,IL,,private_forprofit,less_than_2_year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,University or community college. Various IA models common. Per-course. Opt-out.
Tricoci University of Beauty Culture-Peoria,IL,,private_forprofit,less_than_2_year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,University or community college. Various IA models common. Per-course. Opt-out.
Tricoci University of Beauty Culture-Rockford,IL,,private_forprofit,less_than_2_year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,University or community college. Various IA models common. Per-course. Opt-out.
Omega Studios' School of Applied Recording Arts & Sciences,MD,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
French Academy of Cosmetology,MI,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Healing Arts Center,MO,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Springfield,MO,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Mississippi Institute of Aesthetics Nails & Cosmetology,MS,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Aveda Institute-Chapel Hill,NC,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Total Image Beauty Academy,NJ,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Casal Institute of Nevada,NV,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Career School of NY,NY,,private_nonprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Aveda Institute-Columbus,OH,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Cincinnati,OH,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Hands on Therapy,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Aveda Arts & Sciences Institute-San Antonio,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Skin Science Institute,UT,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Fortis College-Dothan,AL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Fortis College-Montgomery,AL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Studio Academy of Beauty,AZ,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Sacramento,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Oxford Academy of Hair Design Inc,CT,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Medical Institute of Palm Beach,FL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Oliver Finley Academy of Cosmetology,ID,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
The Aveda Institute of Beauty and Wellness Chicago,IL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Tricoci University of Beauty Culture-Libertyville,IL,,private_forprofit,less_than_2_year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,University or community college. Various IA models common. Per-course. Opt-out.
Tricoci University of Beauty Culture-Bridgeview,IL,,private_forprofit,less_than_2_year,0,yes,Inclusive Access / First Day (varies by institution),per-course or per-credit hr; digital via lms; auto-enrolled; opt-out; varies by institution,,unknown,Various (BN / Follett / campus),Various; digital via LMS,unknown,,,,unverified,University or community college. Various IA models common. Per-course. Opt-out.
The Temple-A Paul Mitchell Partner School,MD,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Center for Massage,NC,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
The Academy of Hair Design LLC,OK,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
COLLECTIV Academy-Cranston,RI,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
South Texas Training Center,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Advanced Welding Institute,VT,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Memphis,TN,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Cleveland,OH,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Columbus,OH,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Empire Beauty School-Spring Lake Park,MN,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Ross Medical Education Center-Battle Creek,MI,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Josef's School of Hair Skin & Body-Fargo,ND,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Salon Success Academy-Fontana,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Salon Success Academy-Redlands,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Paul Mitchell the School-Baton Rouge,LA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
South Texas Vocational Technical Institute-Brownsville,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Miller-Motte College-STVT-Corpus Christi,TX,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Capri Beauty College,IL,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Milan Institute-Bakersfield,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
Washington Barber College Inc,AR,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
InterCoast Colleges-Rancho Cordova,CA,,private_forprofit,less_than_2_year,0,no,N/A,traditional purchase; small/specialty institution,,unknown,Various / N/A,Various,unknown,,,,unverified,Small/specialty/private institution. No formal inclusive access program found.
